dbid,name,link,langs,catalog_type,access_mode,content_types,countries,owner_type,software,export_standard,add_date,update_date,catalog_export,description,owner_name,owner_link,search_index,storage_volume,dataset_count,api,api_link
pxwebnordicstatisticsorg,Nordic Statistics,pxweb.nordicstatistics.org,EN,Indicators catalog,Open,Indicator,"Norway,Iceland,Finland,Sweden,Denmark",International,PxWeb,,24.3.2023,24.3.2023 00:00,,,,,,,,,
pxwebstatsi,SiStat,pxweb.stat.si,EN,Indicators catalog,Open,Indicator,Slovenia,Government,PxWeb,,,,,,,,,,,,
radiusamplusdataio,Site Title here,radius.amplusdata.io,EN,Open data portal,Open,Dataset,,,CKAN,CKAN API,,,,,,,,,,checked,https://radius.amplusdata.io/api/3
rdminesctecpt,CKAN,rdm.inesctec.pt,EN,Open data portal,Open,Dataset,Portugal,,CKAN,CKAN API,,,,,,,,,,checked,https://rdm.inesctec.pt/api/3
rdxstldataorg,St. Louis Regional Data Exchange,rdx.stldata.org,EN,Open data portal,Open,Dataset,United States,Government,DKAN,,26.3.2023,26.3.2023 00:00,,,,,,,,,
registryopendataaws,Registry of Open Data on AWS,registry.opendata.aws,EN,Machine learning catalog,Open,Dataset,World,Business,Custom software,,23.3.2023,23.3.2023 00:00,,,,,,,,,
repository.datagovgr,Data.gov.gr,repository.data.gov.gr,EL,Open data portal,Open,Dataset,Greece,Government,CKAN,CKAN API,,,,,,,,,,checked,https://repository.data.gov.gr/api/3
repositorycamacuk,Apollo - University of Cambridge Repository,repository.cam.ac.uk,EN,Scientific data repository,Open,Dataset,United Kingdom,Academy,DSpace,,,,,,,,,,,,
repositorylibrarynortheasternedu,Northern University Library Digital Repository Service,repository.library.northeastern.edu,EN,Scientific data repository,Open,Dataset,United States,Academy,Custom software,,,,,,,,,,,,
repositoryparticipatorylaborg,participatory LAB,repository.participatorylab.org,EL,Open data portal,Open,Dataset,Greece,Academy,CKAN,CKAN API,,,,,,,,,,checked,https://repository.participatorylab.org/api/3
repositorysiedu,Smithsonian Research Online repository,repository.si.edu,EN,Scientific data repository,Open,Dataset,United States,Academy,DSpace,"OAI-PMH,DSpace REST API",,,,,,,,,,,
repositorytugrazat,TU GRAZ Repository Library & Archive,repository.tugraz.at,EN,Scientific data repository,Open,Dataset,Austria,Academy,InvenioRDM,,25.3.2023,25.3.2023 00:00,,,,,,,,,
researchdatatuwienacat,TU Wien Research Data,researchdata.tuwien.ac.at,EN,Scientific data repository,"Open,Limited",Dataset,Austria,Academy,InvenioRDM,InvenioRDM,25.3.2023,25.3.2023 00:00,,,,,,,,,
researchdatauibkacat,Universität Innsbruck - Data Repository,researchdata.uibk.ac.at,EN,Scientific data repository,"Open,Limited",Dataset,Austria,Academy,InvenioRDM,InvenioRDM,25.3.2023,25.3.2023 00:00,,,,,,,,,
researchexploreristaacat,ISTA Research Explorer,research-explorer.ista.ac.at,EN,Scientific data repository,"Open,Limited",Dataset,Austria,Academy,LibreCat,,25.3.2023,25.3.2023 00:00,,,,,,,,,
resiliencedatanfwforg,NFWF Coastal Resilience Open Data Platform,resiliencedata.nfwf.org,EN,Open data portal,Open,Dataset,,,CKAN,CKAN API,,,,,,,,,,checked,https://resiliencedata.nfwf.org/api/3
rodarehzdrde,    Rossendorf Data Repository,rodare.hzdr.de,EN,Scientific data repository,Open,Dataset,Germany,Academy,InvenioRDM,,25.3.2023,25.3.2023 00:00,,,,,,,,,
rotterdamopendatanl,Rotterdam Open Data,rotterdamopendata.nl,NL,Open data portal,Open,Dataset,Netherlands,Government,CKAN,CKAN API,,,,,,,,,,checked,http://rotterdamopendata.nl/api/3
scidbcn,SciDb,scidb.cn,"EN,zh_CN",Scientific data repository,Open,Dataset,China,Academy,Custom software,,23.3.2023,23.3.2023 00:00,,,,,,,,,
scidmnchcorgtw,國網中心資料集平台,scidm.nchc.org.tw,zh_TW,Open data portal,Open,Dataset,Taiwan,,CKAN,CKAN API,,,,,,,,,,checked,https://scidm.nchc.org.tw/api/3
sciencedatahu,ARP Research Data Repository,science-data.hu,EN,Scientific data repository,"Open,Limited",Dataset,Hungary,Academy,Dataverse,Dataverse API,25.3.2023,25.3.2023 00:00,,,,,,,,,
scodacoza,SCODA Open Data Portal,scoda.co.za,EN,Open data portal,Open,Dataset,South Africa,,CKAN,CKAN API,,,,,,,,,,checked,https://scoda.co.za/api/3
sdieeaeuropaeu, EEA SDI - geospatial data catalogue ,sdi.eea.europa.eu,EN,Geoportal,Open,Dataset,European Union,Government,Geonetwork,Geonetwork API,20.3.2023,20.3.2023 11:23,,,,,,,,,
sdmxdatauniceforg,UNICEF Data Browser,sdmx.data.unicef.org,EN,Indicators catalog,Open,Indicator,World,International,Custom software,,,,,,,,,,,,
sdwecbeuropaeu,Statistical data warehouse European Central Bank,sdw.ecb.europa.eu,EN,Indicators catalog,Open,Indicator,European Union,Government,Custom software,,,,,,,,,,,,
searchdataubfcfr,data@UBFC,search-data.ubfc.fr,FR,Scientific data repository,Open,Dataset,France,Academy,Custom software,,,,,,,,,,,,
searchgesisorg,The German General Social Survey (ALLBUS),search.gesis.org,"EN,DE",Scientific data repository,Open,Dataset,Germany,Academy,Custom software,,25.3.2023,25.3.2023 00:00,,,,,,,,,
sidraibgegovbr,SIDRA Banco e Tabelas de Statistica,sidra.ibge.gov.br,"EN,PT",Indicators catalog,Open,Indicator,Brazil,Government,Custom software,,,,,,,,,,,,
sndguse,Swedish National Data Service,snd.gu.se,EN,Scientific data repository,"Open,Limited",Dataset,Sweden,Academy,Custom software,,23.3.2023,23.3.2023 00:00,,,,,,,,,
sprogressourcedigstgovclouddk,sprogteknologi.dk,sprogressource.digst.govcloud.dk,DA,Open data portal,Open,Dataset,Denmark,Government,CKAN,CKAN API,,,,,,,,,,checked,https://sprogressource.digst.govcloud.dk/api/3
sprogteknologidk,sprogteknologi.dk,sprogteknologi.dk,DA,Open data portal,Open,Dataset,Denmark,Government,CKAN,CKAN API,,,,,,,,,,checked,https://sprogteknologi.dk/api/3
stacspecorg,STAC Datasets,https://stacspec.org/en/about/datasets/,EN,Open data portal,Open,Dataset,World,Community,Custom software,,24.3.2023,24.3.2023 00:00,,,,,,,,,
stagingjusticehubin,Justice Hub,staging.justicehub.in,EN,Open data portal,Open,Dataset,India,,CKAN,CKAN API,,,,,,,,,,checked,https://staging.justicehub.in/api/3
statbankarmstatam,ArmStat Statbank,statbank.armstat.am,EN,Indicators catalog,Open,Indicator,Armenia,Government,PxWeb,,24.3.2023,24.3.2023 00:00,,,,,,,,,
statbankstatisticamd,Statistica Moldovei Statistical databank,statbank.statistica.md,EN,Indicators catalog,Open,Indicator,Moldova,Government,PxWeb,,,,,,,,,,,,
statdatstatisticssk,Statdat Slovakia,statdat.statistics.sk,EN,Indicators catalog,Open,Indicator,Slovakia,Government,IBM Cognos,,,,,,,,,,,,
statgovlv,Official statistics of Latvia,stat.gov.lv,EN,Indicators catalog,Open,"Indicator,Dataset",Latvia,Government,PxWeb,,,,,,,,,,,,
statinecl,.STAT Chile,stat.ine.cl,ES,Indicators catalog,Open,Indicator,Chile,Government,.Stat Suite,,,,,,,,,,,,
statisticscepalorg,CEPALSTAT Statistical database and publications,statistics.cepal.org,EN,Indicators catalog,Open,Indicator,World,International,Custom software,,,,,,,,,,,,
statisticsukdataserviceacuk,Population statistics from the UK censuses,statistics.ukdataservice.ac.uk,EN,Open data portal,Open,Dataset,United Kingdom,Government,CKAN,CKAN API,,,,,,,,,,checked,
statnbbbe,National Bank of Belgium. Online statistics,stat.nbb.be,EN,Indicators catalog,Open,Indicator,Belgium,Government,.Stat Suite,,,,,,,,,,,,
statpacificdataorg,Pacific Data Hub Explorer,stat.pacificdata.org,EN,Indicators catalog,Open,Indicator,Oceania,Government,.Stat Suite,,,,,,,,,,,,
statsbisorg,BIS Statistics Warehouse,stats.bis.org,EN,Indicators catalog,Open,Indicator,World,International,Custom software,,,,,,,,,,,,
statsoecdorg,OECD Statistics,stats.oecd.org,EN,Indicators catalog,Open,Indicator,World,International,.Stat Suite,,26.3.2023,26.3.2023 00:00,,,,,,,,,
suchetransparenzhamburgde,suche.transparenz.hamburg.de,suche.transparenz.hamburg.de,DE,Open data portal,Open,Dataset,Germany,Government,CKAN,CKAN API,20.3.2023,20.3.2023 11:23,,,,,,,,checked,
tablebuildersingstatgovsg,SingStat Table Builder,tablebuilder.singstat.gov.sg,EN,Indicators catalog,Open,Indicator,Singapore,Government,Custom software,,,,,,,,,,,,
taijiangtw,台江內海研究資料集 (Taijiang Research Data Repository),taijiang.tw,zh_TW,Open data portal,Open,Dataset,Taiwan,,CKAN,CKAN API,,,,,,,,,,checked,https://taijiang.tw/api/3
transparenciaalhaurindelatorrees,Portal de Transparencia de Alhaurín de la Torre,transparencia.alhaurindelatorre.es,ES,Open data portal,Open,Dataset,Spain,,CKAN,CKAN API,,,,,,,,,,checked,http://transparencia.alhaurindelatorre.es/api/3
transparenciaenargasgobar,,transparencia.enargas.gob.ar,ES,Open data portal,Open,Dataset,Argentina,Government,CKAN,CKAN API,,,,,,,,,,checked,https://transparencia.enargas.gob.ar/api/3
transparenciaenargasgovar,,transparencia.enargas.gov.ar,ES,Open data portal,Open,Dataset,Argentina,Government,CKAN,CKAN API,,,,,,,,,,checked,https://transparencia.enargas.gov.ar/api/3
transparenzkarlsruhede,Stadt Karlsruhe,transparenz.karlsruhe.de,DE,Open data portal,Open,Dataset,Germany,,CKAN,CKAN API,,,,,,,,,,checked,https://transparenz.karlsruhe.de/api/3
transportdatabe,transportdata.be,transportdata.be,EN,Open data portal,Open,Dataset,Belgium,Academy,CKAN,CKAN API,,,,,,,,,,checked,https://transportdata.be/api/3
trouverdatasudfr,DATA SUD,trouver.datasud.fr,FR,Open data portal,Open,Dataset,France,Government,CKAN,CKAN API,,,,,,,,,,checked,https://trouver.datasud.fr/api/3
uaestatfcscgovae,UAEStat,uaestat.fcsc.gov.ae,EN,Indicators catalog,Open,Indicator,United Arab Emirates,Government,.Stat Suite,,,,,,,,,,,,
ukpowernetworksopendatasoftcom,ukpowernetworks.opendatasoft.com,ukpowernetworks.opendatasoft.com,EN,Open data portal,Open,Dataset,United Kingdom,Government,OpenDataSoft,OpenDataSoft API,20.3.2023,20.3.2023 11:23,,,UK Power Networks Ltd,,,,,,
unaidsfjelltopporg,AIDS Data Repository,unaids.fjelltopp.org,EN,Open data portal,Open,Dataset,,,CKAN,CKAN API,,,,,,,,,,checked,https://unaids.fjelltopp.org/api/3
unctadstatunctadorg,UNCTAD Stats,unctadstat.unctad.org,EN,Indicators catalog,Open,Indicator,World,International,Data Insight,,,,,,,,,,,,
unstatsundesaopendataarcgiscom,Open SDG Data Hub,unstats-undesa.opendata.arcgis.com,EN,Geoportal,Open,Dataset,World,Government,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",20.3.2023,20.3.2023 11:23,https://unstats-undesa.opendata.arcgis.com/api/feed/dcat-ap/2.0.1.json,,,,,,,,
usmartio,,usmart.io,EN,Open data portal,Open,Dataset,United States,Business,CKAN,CKAN API,,,,,,,,,,checked,https://usmart.io/#/org/dumgal/api/3
w3uneceorg, UNECE Statistical Database ,https://w3.unece.org/PXWeb2015/pxweb/en/STAT/,EN,Indicators catalog,Open,Indicator,World,International,PxWeb,,,,,,,,,,,,
webtransparenciapegovbr,CKAN,web.transparencia.pe.gov.br,PT,Open data portal,Open,Dataset,Brazil,Government,CKAN,CKAN API,,,,,,,,,,checked,http://web.transparencia.pe.gov.br/ckan/api/3
